COSMIC_ID,CELL_LINE_NAME,TCGA_DESC,DRUG_ID,DRUG_NAME,LN_IC50,AUC,Z_SCORE,GDSC Tissue descriptor 1,GDSC Tissue descriptor 2,Cancer Type (matching TCGA label),Microsatellite instability Status (MSI),Screen Medium,Growth Properties,CNA,Gene Expression,Methylation,TARGET,TARGET_PATHWAY
753576,KYSE-70,ESCA,1003,Camptothecin,0.92763,0.97016,1.735229,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
753577,LB1047-RCC,KIRC,1003,Camptothecin,-2.587612,0.820913,-0.178709,kidney,kidney,KIRC,MSI-H,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753578,LB2241-RCC,KIRC,1003,Camptothecin,-3.440497,0.755037,-0.643078,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753579,LB2518-MEL,SKCM,1003,Camptothecin,-0.816837,0.948815,0.785422,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753581,LB373-MEL-D,SKCM,1003,Camptothecin,-0.149092,0.972048,1.148988,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753582,LB647-SCLC,SCLC,1003,Camptothecin,-2.585879,0.864559,-0.177766,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Semi-Adherent,Y,Y,Y,TOP1,DNA replication
753583,LB771-HNC,HNSC,1003,Camptothecin,0.276229,0.960626,1.380562,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753584,LB831-BLC,BLCA,1003,Camptothecin,-2.798452,0.824799,-0.293505,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753585,LB996-RCC,KIRC,1003,Camptothecin,-4.159031,0.677998,-1.034297,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753586,LCLC-103H,UNCLASSIFIED,1003,Camptothecin,-0.942811,0.923966,0.716833,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
753588,LU-134-A,SCLC,1003,Camptothecin,-4.677125,0.637698,-1.316383,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
753589,LU-165,SCLC,1003,Camptothecin,-0.867832,0.894409,0.757656,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
753592,LXF-289,LUAD,1003,Camptothecin,-1.865583,0.905564,0.214413,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753594,MS-1,SCLC,1003,Camptothecin,-2.424571,0.890563,-0.089939,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
753595,MZ1-PC,PAAD,1003,Camptothecin,-0.418001,0.91165,1.002576,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
753596,MZ7-mel,SKCM,1003,Camptothecin,-1.591164,0.916548,0.363825,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
753600,NCI-H1563,LUAD,1003,Camptothecin,-0.082433,0.96454,1.185281,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
753604,NCI-H292,UNCLASSIFIED,1003,Camptothecin,-3.758359,0.730865,-0.816144,lung_NSCLC,lung_NSCLC_adenocarcinoma,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
753605,NCI-H510A,SCLC,1003,Camptothecin,-2.583512,0.878948,-0.176477,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Semi-Adherent,Y,Y,Y,TOP1,DNA replication
753607,NCI-H835,UNCLASSIFIED,1003,Camptothecin,0.066058,0.980953,1.26613,lung_NSCLC,lung_NSCLC_carcinoid,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
753608,PC-14,LUAD,1003,Camptothecin,-2.260971,0.860801,-0.000863,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
753610,SBC-3,SCLC,1003,Camptothecin,-4.755313,0.62413,-1.358954,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753612,SK-MM-2,MM,1003,Camptothecin,-2.354589,0.862071,-0.051836,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
753614,TE-15,ESCA,1003,Camptothecin,-3.789603,0.726434,-0.833155,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,TOP1,DNA replication
753615,U-266,MM,1003,Camptothecin,-0.198117,0.958313,1.122295,myeloma,myeloma,MM,MSS/MSI-L,R,Semi-Adherent,Y,Y,Y,TOP1,DNA replication
753616,BE2-M17,NB,1003,Camptothecin,-2.962427,0.815343,-0.382784,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753618,KELLY,NB,1003,Camptothecin,-4.104361,0.722473,-1.004531,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
753620,SIMA,NB,1003,Camptothecin,-4.359837,0.673619,-1.143629,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
753621,TE-1,ESCA,1003,Camptothecin,-1.382275,0.897726,0.477559,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753622,TE-10,ESCA,1003,Camptothecin,-3.215453,0.803556,-0.520549,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753623,TE-8,ESCA,1003,Camptothecin,-1.706924,0.880725,0.300797,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
753624,CAPAN-1,PAAD,1003,Camptothecin,-3.147629,0.781024,-0.483621,pancreas,pancreas,PAAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905933,OVCAR-3,OV,1003,Camptothecin,-1.179383,0.935622,0.588027,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905934,PC-3,PRAD,1003,Camptothecin,-1.796951,0.861456,0.25178,urogenital_system,prostate,PRAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905935,DU-145,PRAD,1003,Camptothecin,-2.918755,0.80363,-0.359006,urogenital_system,prostate,PRAD,MSI-H,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905936,HCT-116,COREAD,1003,Camptothecin,-2.985802,0.825735,-0.395511,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
905937,HCT-15,COREAD,1003,Camptothecin,-2.74916,0.836731,-0.266667,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
905938,HL-60,LAML,1003,Camptothecin,-4.472633,0.671243,-1.205044,leukemia,acute_myeloid_leukaemia,LAML,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,TOP1,DNA replication
905939,HT-29,COREAD,1003,Camptothecin,-2.12465,0.86242,0.073359,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905940,K-562,LCML,1003,Camptothecin,-1.763094,0.917933,0.270215,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,D/F12,Suspension,Y,Y,Y,TOP1,DNA replication
905941,NCI-H226,LUSC,1003,Camptothecin,1.24378,0.94089,1.907362,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905942,NCI-H23,LUAD,1003,Camptothecin,-2.503001,0.871157,-0.132641,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905943,NCI-H460,UNCLASSIFIED,1003,Camptothecin,-4.579412,0.647952,-1.263181,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,R,Adherent,Y,N,N,TOP1,DNA replication
905944,NCI-H522,LUAD,1003,Camptothecin,-1.035037,0.941693,0.666619,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905945,T47D,BRCA,1003,Camptothecin,-1.334657,0.922866,0.503485,breast,breast,BRCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905946,MCF7,BRCA,1003,Camptothecin,-1.84227,0.87105,0.227106,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905947,786-0,KIRC,1003,Camptothecin,-3.436538,0.765933,-0.640923,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905948,A498,KIRC,1003,Camptothecin,-1.261678,0.902109,0.54322,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905949,A549,LUAD,1003,Camptothecin,-3.210065,0.776663,-0.517615,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905950,ACHN,KIRC,1003,Camptothecin,-3.734601,0.714079,-0.803208,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905951,BT-549,BRCA,1003,Camptothecin,-0.84884,0.915161,0.767997,breast,breast,BRCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905952,CCRF-CEM,ALL,1003,Camptothecin,-4.654926,0.65621,-1.304296,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
905954,SK-MEL-28,SKCM,1003,Camptothecin,-1.826515,0.882652,0.235684,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905955,SK-MEL-2,SKCM,1003,Camptothecin,0.997352,0.991518,1.77319,skin,melanoma,SKCM,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
905956,SK-MEL-5,SKCM,1003,Camptothecin,-2.28559,0.858609,-0.014268,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905957,Hs-578-T,BRCA,1003,Camptothecin,-0.686973,0.938845,0.856129,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905958,MOLT-4,ALL,1003,Camptothecin,-4.980218,0.608945,-1.481407,leukemia,lymphoblastic_leukemia,ALL,MSI-H,R,Suspension,Y,Y,Y,TOP1,DNA replication
905959,SK-OV-3,OV,1003,Camptothecin,-1.426132,0.865832,0.45368,urogenital_system,ovary,OV,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
905960,MDA-MB-231,BRCA,1003,Camptothecin,-2.117922,0.885006,0.077022,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905961,COLO-205,COREAD,1003,Camptothecin,-1.288957,0.917355,0.528367,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
905962,SW620,COREAD,1003,Camptothecin,-3.182662,0.767887,-0.502695,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,D/F12,Adherent,Y,Y,N,TOP1,DNA replication
905963,CAKI-1,KIRC,1003,Camptothecin,-3.24826,0.744833,-0.538411,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905964,RPMI-8226,MM,1003,Camptothecin,-3.963567,0.741073,-0.927873,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
905965,SR,UNCLASSIFIED,1003,Camptothecin,-5.263178,0.569871,-1.63547,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
905967,NCI-H322M,LUAD,1003,Camptothecin,-0.943241,0.91564,0.716599,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
905968,IGROV-1,OV,1003,Camptothecin,-2.170484,0.84835,0.048404,urogenital_system,ovary,OV,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
905969,OVCAR-5,OV,1003,Camptothecin,0.447038,0.932065,1.473561,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905970,EKVX,LUAD,1003,Camptothecin,1.028556,0.950543,1.79018,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905971,HCC2998,COREAD,1003,Camptothecin,-1.40337,0.940438,0.466073,large_intestine,large_intestine,COAD/READ,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905972,HOP-62,LUAD,1003,Camptothecin,-2.561103,0.814629,-0.164276,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,N,TOP1,DNA replication
905973,HOP-92,UNCLASSIFIED,1003,Camptothecin,-1.438909,0.895761,0.446723,lung_NSCLC,lung_NSCLC_large cell,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905974,LOXIMVI,SKCM,1003,Camptothecin,-2.713818,0.842204,-0.247424,skin,melanoma,SKCM,MSS/MSI-L,R,Semi-Adherent,Y,Y,Y,TOP1,DNA replication
905975,M14,SKCM,1003,Camptothecin,-2.97803,0.810918,-0.391279,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905976,UACC-62,SKCM,1003,Camptothecin,-3.455492,0.76329,-0.651242,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905977,UACC-257,SKCM,1003,Camptothecin,0.159259,0.952921,1.316875,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905978,RXF393,KIRC,1003,Camptothecin,-0.619976,0.943112,0.892606,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905979,SN12C,KIRC,1003,Camptothecin,-1.383874,0.914316,0.476688,kidney,kidney,KIRC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905980,TK10,KIRC,1003,Camptothecin,0.832799,0.910076,1.683596,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905981,U031,KIRC,1003,Camptothecin,-2.991764,0.814708,-0.398757,kidney,kidney,KIRC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905982,SNB75,GBM,1003,Camptothecin,-1.924682,0.867354,0.182235,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905983,U251,GBM,1003,Camptothecin,-3.494947,0.75547,-0.672724,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905984,SF539,LGG,1003,Camptothecin,-3.522655,0.777902,-0.68781,nervous_system,glioma,LGG,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905985,SF295,GBM,1003,Camptothecin,-4.145417,0.688638,-1.026885,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
905986,SF268,GBM,1003,Camptothecin,-3.040841,0.79373,-0.425478,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905989,KM12,COREAD,1003,Camptothecin,-2.015512,0.881188,0.132781,large_intestine,large_intestine,COAD/READ,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
905990,OVCAR-4,OV,1003,Camptothecin,0.604,0.973257,1.559023,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
905991,OVCAR-8,OV,1003,Camptothecin,-3.182497,0.817569,-0.502605,urogenital_system,ovary,OV,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906693,BxPC-3,PAAD,1003,Camptothecin,-0.637124,0.936516,0.88327,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906695,BONNA-12,,1003,Camptothecin,-5.138902,0.581628,-1.567806,leukemia,hairy_cell_leukaemia,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906696,BHT-101,THCA,1003,Camptothecin,-3.490158,0.766219,-0.670117,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906746,Becker,GBM,1003,Camptothecin,-2.789711,0.819907,-0.288745,nervous_system,glioma,GBM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906763,BE-13,ALL,1003,Camptothecin,-3.094848,0.820188,-0.454883,leukemia,lymphoblastic_leukemia,ALL,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906765,ARH-77,MM,1003,Camptothecin,-4.572209,0.65822,-1.259259,myeloma,myeloma,MM,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906790,AGS,STAD,1003,Camptothecin,-3.262674,0.79438,-0.546259,digestive_system,stomach,STAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906791,ABC-1,LUAD,1003,Camptothecin,-2.389655,0.844705,-0.070928,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906792,A2058,SKCM,1003,Camptothecin,-2.976197,0.837241,-0.390281,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906793,A375,SKCM,1003,Camptothecin,-4.323503,0.674404,-1.123847,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906794,A253,UNCLASSIFIED,1003,Camptothecin,-2.973233,0.833244,-0.388668,aero_dig_tract,head and neck,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906795,8305C,THCA,1003,Camptothecin,-0.787288,0.908949,0.80151,thyroid,thyroid,THCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906797,647-V,BLCA,1003,Camptothecin,-4.578058,0.651373,-1.262444,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906798,639-V,BLCA,1003,Camptothecin,-5.143633,0.579116,-1.570382,urogenital_system,Bladder,BLCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906800,697,UNCLASSIFIED,1003,Camptothecin,-5.013617,0.604599,-1.499592,,,,,,,,,,TOP1,DNA replication
906801,BT-20,BRCA,1003,Camptothecin,-2.468058,0.883584,-0.113616,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906804,A2780,UNCLASSIFIED,1003,Camptothecin,-3.397924,0.766556,-0.619898,urogenital_system,ovary,UNABLE TO CLASSIFY,MSS/MSI-L,R,Semi-Adherent,Y,Y,Y,TOP1,DNA replication
906805,COR-L105,LUAD,1003,Camptothecin,0.668653,0.950578,1.594224,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906807,CRO-AP2,DLBC,1003,Camptothecin,-4.046559,0.734246,-0.973059,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906808,COR-L88,SCLC,1003,Camptothecin,-1.104621,0.936324,0.628733,lung_SCLC,lung_small_cell_carcinoma,SCLC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906812,COLO-824,BRCA,1003,Camptothecin,-0.222576,0.962224,1.108978,breast,breast,BRCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906813,COLO-800,SKCM,1003,Camptothecin,-2.112239,0.881325,0.080117,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906814,COLO-792,SKCM,1003,Camptothecin,-0.211516,0.96426,1.115,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906817,COLO-680N,ESCA,1003,Camptothecin,0.169108,0.944682,1.322237,aero_dig_tract,oesophagus,ESCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906818,COLO-679,SKCM,1003,Camptothecin,-2.435797,0.83561,-0.096051,skin,melanoma,SKCM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906820,CHP-212,NB,1003,Camptothecin,-3.89964,0.72287,-0.893067,neuroblastoma,neuroblastoma,NB,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906821,CFPAC-1,PAAD,1003,Camptothecin,-3.521542,0.731646,-0.687205,pancreas,pancreas,PAAD,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906824,Ca-Ski,CESC,1003,Camptothecin,-3.175817,0.791589,-0.498968,urogenital_system,cervix,CESC,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906825,Caov-3,OV,1003,Camptothecin,-3.812728,0.723831,-0.845746,urogenital_system,ovary,OV,MSS/MSI-L,D/F12,Adherent,Y,N,Y,TOP1,DNA replication
906826,CAL-120,BRCA,1003,Camptothecin,-0.400993,0.893719,1.011836,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906827,CAL-72,UNCLASSIFIED,1003,Camptothecin,-2.625288,0.8287,-0.199222,bone,osteosarcoma,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906828,CAL-62,THCA,1003,Camptothecin,-4.144276,0.694642,-1.026263,thyroid,thyroid,THCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906830,C32,SKCM,1003,Camptothecin,-2.968478,0.808096,-0.386078,skin,melanoma,SKCM,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906831,Daudi,UNCLASSIFIED,1003,Camptothecin,-3.881415,0.751328,-0.883144,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906832,DB,DLBC,1003,Camptothecin,-4.620835,0.644283,-1.285735,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906833,Daoy,MB,1003,Camptothecin,-4.41371,0.672081,-1.172962,nervous_system,medulloblastoma,MB,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906834,D-283MED,MB,1003,Camptothecin,-4.528375,0.663045,-1.235393,nervous_system,medulloblastoma,MB,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906835,DBTRG-05MG,GBM,1003,Camptothecin,-0.393951,0.886121,1.01567,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906836,DEL,UNCLASSIFIED,1003,Camptothecin,-5.275985,0.567728,-1.642443,lymphoma,lymphoid_neoplasm other,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906837,Detroit562,HNSC,1003,Camptothecin,-2.823572,0.835716,-0.307182,aero_dig_tract,head and neck,HNSC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906838,DG-75,UNCLASSIFIED,1003,Camptothecin,-2.381883,0.87973,-0.066696,lymphoma,Burkitt_lymphoma,,MSI-H,R,Suspension,Y,Y,Y,TOP1,DNA replication
906839,DK-MG,GBM,1003,Camptothecin,0.993621,0.968412,1.771159,nervous_system,glioma,GBM,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906841,DJM-1,UNCLASSIFIED,1003,Camptothecin,-3.662816,0.753953,-0.764124,skin,skin_other,,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906842,DOHH-2,DLBC,1003,Camptothecin,-5.626466,0.518781,-1.833269,lymphoma,B_cell_lymphoma,DLBC,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906843,DoTc2-4510,CESC,1003,Camptothecin,-2.396702,0.847809,-0.074765,urogenital_system,cervix,CESC,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
906844,DU-4475,BRCA,1003,Camptothecin,-4.328225,0.699634,-1.126418,breast,breast,BRCA,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906846,EB2,UNCLASSIFIED,1003,Camptothecin,-4.307262,0.676764,-1.115004,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906847,EB-3,UNCLASSIFIED,1003,Camptothecin,-2.63287,0.841309,-0.20335,lymphoma,Burkitt_lymphoma,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906848,ECC10,UNCLASSIFIED,1003,Camptothecin,-3.059389,0.831007,-0.435577,digestive_system,stomach,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906849,ECC12,UNCLASSIFIED,1003,Camptothecin,-1.101768,0.956405,0.630286,digestive_system,stomach,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906851,EFM-19,BRCA,1003,Camptothecin,0.220986,0.962881,1.350484,breast,breast,BRCA,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906852,EFO-27,UNCLASSIFIED,1003,Camptothecin,0.581477,0.961775,1.546759,urogenital_system,ovary,,MSI-H,R,Adherent,Y,Y,Y,TOP1,DNA replication
906855,EM-2,LCML,1003,Camptothecin,-4.284381,0.697077,-1.102546,leukemia,chronic_myeloid_leukaemia,LCML,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906856,EoL-1-cell,UNCLASSIFIED,1003,Camptothecin,-4.087071,0.73396,-0.995117,leukemia,haematopoietic_neoplasm other,,MSS/MSI-L,R,Suspension,Y,Y,Y,TOP1,DNA replication
906861,ETK-1,UNCLASSIFIED,1003,Camptothecin,-1.189951,0.924747,0.582273,digestive_system,biliary_tract,,MSS/MSI-L,R,Adherent,Y,Y,Y,TOP1,DNA replication
906862,EVSA-T,BRCA,1003,Camptothecin,-0.9698,0.966714,0.702138,breast,breast,BRCA,MSS/MSI-L,D/F12,Adherent,Y,Y,Y,TOP1,DNA replication
